日期,鉅亨_每日原始總分,鉅亨_左側情緒分類,兆豐_每日原始總分,兆豐_左側情緒分類,PTT_每日原始總分,PTT_左側情緒分類
2023-03-31,12.0,-1.0,3.0,-1.0,-4,1
2023-04-01,10.0,-1.0,,,0,0
2023-04-02,0.0,0.0,,,0,0
2023-04-03,10.0,-1.0,,,2,-1
2023-04-04,8.0,-1.0,,,1,-1
2023-04-05,-4.0,1.0,,,4,-1
2023-04-06,-6.0,1.0,-3.0,1.0,-1,1
2023-04-07,14.0,-1.0,3.0,-1.0,1,-1
2023-04-08,6.0,-1.0,,,0,0
2023-04-09,0.0,0.0,,,0,0
2023-04-10,26.0,-1.0,3.0,-1.0,0,0
2023-04-11,20.0,-1.0,4.0,-1.0,2,-1
2023-04-12,12.0,-1.0,4.0,-1.0,0,0
2023-04-13,12.0,-1.0,3.0,-1.0,0,0
2023-04-14,34.0,-1.0,7.0,-1.0,3,-1
2023-04-15,-2.0,1.0,,,1,-1
2023-04-16,0.0,0.0,,,0,0
2023-04-17,0.0,0.0,1.0,-1.0,2,-1
2023-04-18,12.0,-1.0,-1.0,1.0,-2,1
2023-04-19,18.0,-1.0,20.0,-1.0,2,-1
2023-04-20,12.0,-1.0,-6.0,1.0,1,-1
2023-04-21,-10.0,1.0,-7.0,1.0,0,0
2023-04-22,-4.0,1.0,,,2,-1
2023-04-23,2.0,-1.0,,,-1,1
2023-04-24,-4.0,1.0,-1.0,1.0,3,-1
2023-04-25,20.0,-1.0,-12.0,1.0,1,-1
2023-04-26,2.0,-1.0,-1.0,1.0,0,0
2023-04-27,4.0,-1.0,-4.0,1.0,-3,1
2023-04-28,14.0,-1.0,12.0,-1.0,3,-1
2023-04-29,2.0,-1.0,,,0,0
2023-04-30,2.0,-1.0,,,0,0
2023-05-01,0.0,0.0,,,4,-1
2023-05-02,24.0,-1.0,-4.0,1.0,1,-1
2023-05-03,-20.0,1.0,-3.0,1.0,1,-1
2023-05-04,22.0,-1.0,-4.0,1.0,-2,1
2023-05-05,14.0,-1.0,-2.0,1.0,1,-1
2023-05-06,-4.0,1.0,,,-10,1
2023-05-07,0.0,0.0,,,1,-1
2023-05-08,-6.0,1.0,6.0,-1.0,1,-1
2023-05-09,24.0,-1.0,-9.0,1.0,-2,1
2023-05-10,10.0,-1.0,0.0,0.0,2,-1
2023-05-11,22.0,-1.0,-9.0,1.0,1,-1
2023-05-12,6.0,-1.0,-3.0,1.0,1,-1
2023-05-13,2.0,-1.0,,,2,-1
2023-05-14,4.0,-1.0,,,2,-1
2023-05-15,-2.0,1.0,4.0,-1.0,2,-1
2023-05-16,38.0,-1.0,6.0,-1.0,0,0
2023-05-17,42.0,-1.0,-3.0,1.0,4,-1
2023-05-18,26.0,-1.0,3.0,-1.0,1,-1
2023-05-19,16.0,-1.0,1.0,-1.0,-1,1
2023-05-20,10.0,-1.0,,,0,0
2023-05-21,0.0,0.0,,,0,0
2023-05-22,26.0,-1.0,0.0,0.0,3,-1
2023-05-23,0.0,0.0,0.0,0.0,0,0
2023-05-24,28.0,-1.0,-2.0,1.0,2,-1
2023-05-25,22.0,-1.0,-1.0,1.0,1,-1
2023-05-26,16.0,-1.0,1.0,-1.0,4,-1
2023-05-27,6.0,-1.0,,,-1,1
2023-05-28,2.0,-1.0,,,4,-1
2023-05-29,20.0,-1.0,4.0,-1.0,1,-1
2023-05-30,26.0,-1.0,0.0,0.0,-2,1
2023-05-31,4.0,-1.0,1.0,-1.0,4,-1
2023-06-01,22.0,-1.0,4.0,-1.0,4,-1
2023-06-02,16.0,-1.0,6.0,-1.0,0,0
2023-06-03,14.0,-1.0,,,-1,1
2023-06-04,4.0,-1.0,,,0,0
2023-06-05,42.0,-1.0,5.0,-1.0,0,0
2023-06-06,14.0,-1.0,-1.0,1.0,2,-1
2023-06-07,12.0,-1.0,6.0,-1.0,2,-1
2023-06-08,-8.0,1.0,3.0,-1.0,2,-1
2023-06-09,20.0,-1.0,-3.0,1.0,1,-1
2023-06-10,2.0,-1.0,,,0,0
2023-06-11,4.0,-1.0,,,1,-1
2023-06-12,28.0,-1.0,0.0,0.0,0,0
2023-06-13,20.0,-1.0,0.0,0.0,2,-1
2023-06-14,24.0,-1.0,4.0,-1.0,4,-1
2023-06-15,24.0,-1.0,0.0,0.0,1,-1
2023-06-16,22.0,-1.0,-2.0,1.0,1,-1
2023-06-17,10.0,-1.0,,,-2,1
2023-06-18,0.0,0.0,,,6,-1
2023-06-19,6.0,-1.0,6.0,-1.0,1,-1
2023-06-20,14.0,-1.0,-5.0,1.0,1,-1
2023-06-21,8.0,-1.0,-8.0,1.0,4,-1
2023-06-22,-4.0,1.0,,,0,0
2023-06-23,4.0,-1.0,,,0,0
2023-06-24,-4.0,1.0,,,2,-1
2023-06-25,0.0,0.0,,,-3,1
2023-06-26,-4.0,1.0,-2.0,1.0,2,-1
2023-06-27,36.0,-1.0,3.0,-1.0,3,-1
2023-06-28,14.0,-1.0,4.0,-1.0,-2,1
2023-06-29,28.0,-1.0,0.0,0.0,-2,1
2023-06-30,22.0,-1.0,5.0,-1.0,5,-1
2023-07-01,2.0,-1.0,,,0,0
2023-07-02,4.0,-1.0,,,0,0
2023-07-03,34.0,-1.0,5.0,-1.0,5,-1
2023-07-04,34.0,-1.0,0.0,0.0,5,-1
2023-07-05,0.0,0.0,-2.0,1.0,2,-1
2023-07-06,16.0,-1.0,0.0,0.0,2,-1
2023-07-07,6.0,-1.0,-4.0,1.0,0,0
2023-07-08,0.0,0.0,,,0,0
2023-07-09,0.0,0.0,,,0,0
2023-07-10,26.0,-1.0,1.0,-1.0,2,-1
2023-07-11,18.0,-1.0,1.0,-1.0,3,-1
2023-07-12,22.0,-1.0,0.0,0.0,4,-1
2023-07-13,28.0,-1.0,0.0,0.0,11,-1
2023-07-14,34.0,-1.0,6.0,-1.0,5,-1
2023-07-15,-6.0,1.0,,,-1,1
2023-07-16,8.0,-1.0,,,1,-1
2023-07-17,22.0,-1.0,-4.0,1.0,1,-1
2023-07-18,24.0,-1.0,-6.0,1.0,-1,1
2023-07-19,40.0,-1.0,4.0,-1.0,-2,1
2023-07-20,40.0,-1.0,-4.0,1.0,2,-1
2023-07-21,6.0,-1.0,3.0,-1.0,3,-1
2023-07-22,-4.0,1.0,,,3,-1
2023-07-23,6.0,-1.0,,,0,0
2023-07-24,24.0,-1.0,2.0,-1.0,0,0
2023-07-25,52.0,-1.0,0.0,0.0,-4,1
2023-07-26,12.0,-1.0,5.0,-1.0,2,-1
2023-07-27,48.0,-1.0,-4.0,1.0,2,-1
2023-07-28,28.0,-1.0,0.0,0.0,3,-1
2023-07-29,14.0,-1.0,,,1,-1
2023-07-30,4.0,-1.0,,,0,0
2023-07-31,20.0,-1.0,8.0,-1.0,2,-1
2023-08-01,20.0,-1.0,4.0,-1.0,2,-1
2023-08-02,2.0,-1.0,-5.0,1.0,-1,1
2023-08-03,16.0,-1.0,,,1,-1
2023-08-04,38.0,-1.0,9.0,-1.0,0,0
2023-08-05,-2.0,1.0,,,1,-1
2023-08-06,-2.0,1.0,,,4,-1
2023-08-07,14.0,-1.0,-1.0,1.0,-3,1
2023-08-08,34.0,-1.0,-9.0,1.0,1,-1
2023-08-09,-10.0,1.0,0.0,0.0,4,-1
2023-08-10,22.0,-1.0,-8.0,1.0,-4,1
2023-08-11,20.0,-1.0,-3.0,1.0,5,-1
2023-08-12,4.0,-1.0,,,1,-1
2023-08-13,2.0,-1.0,,,0,0
2023-08-14,-4.0,1.0,-1.0,1.0,1,-1
2023-08-15,48.0,-1.0,-1.0,1.0,1,-1
2023-08-16,2.0,-1.0,-13.0,1.0,-1,1
2023-08-17,20.0,-1.0,3.0,-1.0,1,-1
2023-08-18,8.0,-1.0,2.0,-1.0,2,-1
2023-08-19,-10.0,1.0,,,-2,1
2023-08-20,0.0,0.0,,,1,-1
2023-08-21,42.0,-1.0,6.0,-1.0,1,-1
2023-08-22,26.0,-1.0,5.0,-1.0,3,-1
2023-08-23,4.0,-1.0,-1.0,1.0,2,-1
2023-08-24,26.0,-1.0,2.0,-1.0,0,0
2023-08-25,8.0,-1.0,-1.0,1.0,2,-1
2023-08-26,6.0,-1.0,,,0,0
2023-08-27,6.0,-1.0,,,0,0
2023-08-28,4.0,-1.0,-4.0,1.0,-2,1
2023-08-29,10.0,-1.0,2.0,-1.0,3,-1
2023-08-30,40.0,-1.0,0.0,0.0,4,-1
2023-08-31,44.0,-1.0,3.0,-1.0,4,-1
2023-09-01,2.0,-1.0,6.0,-1.0,2,-1
2023-09-02,12.0,-1.0,,,2,-1
2023-09-03,8.0,-1.0,,,1,-1
2023-09-04,20.0,-1.0,10.0,-1.0,0,0
2023-09-05,12.0,-1.0,0.0,0.0,3,-1
2023-09-06,16.0,-1.0,4.0,-1.0,7,-1
2023-09-07,2.0,-1.0,7.0,-1.0,1,-1
2023-09-08,-2.0,1.0,-5.0,1.0,2,-1
2023-09-09,-4.0,1.0,,,0,0
2023-09-10,4.0,-1.0,,,1,-1
2023-09-11,28.0,-1.0,-4.0,1.0,1,-1
2023-09-12,28.0,-1.0,4.0,-1.0,2,-1
2023-09-13,28.0,-1.0,1.0,-1.0,1,-1
2023-09-14,24.0,-1.0,-1.0,1.0,1,-1
2023-09-15,30.0,-1.0,5.0,-1.0,5,-1
2023-09-16,20.0,-1.0,,,7,-1
2023-09-17,4.0,-1.0,,,2,-1
2023-09-18,10.0,-1.0,3.0,-1.0,6,-1
2023-09-19,-4.0,1.0,-10.0,1.0,4,-1
2023-09-20,4.0,-1.0,5.0,-1.0,2,-1
2023-09-21,14.0,-1.0,5.0,-1.0,6,-1
2023-09-22,8.0,-1.0,-9.0,1.0,1,-1
2023-09-23,2.0,-1.0,,,3,-1
2023-09-24,-2.0,1.0,,,0,0
2023-09-25,4.0,-1.0,-1.0,1.0,-2,1
2023-09-26,-12.0,1.0,-10.0,1.0,-2,1
2023-09-27,0.0,0.0,1.0,-1.0,4,-1
2023-09-28,6.0,-1.0,-6.0,1.0,0,0
2023-09-29,2.0,-1.0,,,0,0
2023-09-30,6.0,-1.0,,,0,0
2023-10-01,0.0,0.0,,,-1,1
2023-10-02,4.0,-1.0,0.0,0.0,2,-1
2023-10-03,8.0,-1.0,0.0,0.0,2,-1
2023-10-04,-4.0,1.0,3.0,-1.0,2,-1
2023-10-05,6.0,-1.0,-4.0,1.0,2,-1
2023-10-06,12.0,-1.0,0.0,0.0,1,-1
2023-10-07,10.0,-1.0,,,1,-1
2023-10-08,-2.0,1.0,,,0,0
2023-10-09,12.0,-1.0,,,0,0
2023-10-10,6.0,-1.0,,,1,-1
2023-10-11,26.0,-1.0,0.0,0.0,2,-1
2023-10-12,16.0,-1.0,-3.0,1.0,2,-1
2023-10-13,16.0,-1.0,-4.0,1.0,-3,1
2023-10-14,2.0,-1.0,,,-7,1
2023-10-15,2.0,-1.0,,,-1,1
2023-10-16,2.0,-1.0,1.0,-1.0,-1,1
2023-10-17,26.0,-1.0,7.0,-1.0,2,-1
2023-10-18,-2.0,1.0,9.0,-1.0,-3,1
2023-10-19,4.0,-1.0,4.0,-1.0,-1,1
2023-10-20,4.0,-1.0,5.0,-1.0,-3,1
2023-10-21,-2.0,1.0,,,1,-1
2023-10-22,-2.0,1.0,,,-1,1
2023-10-23,-8.0,1.0,-1.0,1.0,1,-1
2023-10-24,32.0,-1.0,-7.0,1.0,2,-1
2023-10-25,22.0,-1.0,4.0,-1.0,-1,1
2023-10-26,-2.0,1.0,0.0,0.0,3,-1
2023-10-27,30.0,-1.0,4.0,-1.0,0,0
2023-10-28,2.0,-1.0,,,0,0
2023-10-29,6.0,-1.0,,,0,0
2023-10-30,-2.0,1.0,3.0,-1.0,1,-1
2023-10-31,20.0,-1.0,-5.0,1.0,1,-1
2023-11-01,44.0,-1.0,1.0,-1.0,-2,1
2023-11-02,54.0,-1.0,2.0,-1.0,3,-1
2023-11-03,50.0,-1.0,5.0,-1.0,3,-1
2023-11-04,8.0,-1.0,,,2,-1
2023-11-05,0.0,0.0,,,-1,1
2023-11-06,16.0,-1.0,4.0,-1.0,6,-1
2023-11-07,38.0,-1.0,4.0,-1.0,2,-1
2023-11-08,44.0,-1.0,-4.0,1.0,1,-1
2023-11-09,24.0,-1.0,-2.0,1.0,1,-1
2023-11-10,50.0,-1.0,5.0,-1.0,0,0
2023-11-11,14.0,-1.0,,,1,-1
2023-11-12,2.0,-1.0,,,-1,1
2023-11-13,46.0,-1.0,-4.0,1.0,4,-1
2023-11-14,34.0,-1.0,1.0,-1.0,1,-1
2023-11-15,24.0,-1.0,3.0,-1.0,-1,1
2023-11-16,38.0,-1.0,7.0,-1.0,1,-1
2023-11-17,32.0,-1.0,3.0,-1.0,2,-1
2023-11-18,10.0,-1.0,,,0,0
2023-11-19,4.0,-1.0,,,6,-1
2023-11-20,48.0,-1.0,-1.0,1.0,9,-1
2023-11-21,40.0,-1.0,3.0,-1.0,2,-1
2023-11-22,6.0,-1.0,4.0,-1.0,1,-1
2023-11-23,28.0,-1.0,-2.0,1.0,1,-1
2023-11-24,20.0,-1.0,-1.0,1.0,1,-1
2023-11-25,18.0,-1.0,,,0,0
2023-11-26,4.0,-1.0,,,1,-1
2023-11-27,8.0,-1.0,4.0,-1.0,5,-1
2023-11-28,38.0,-1.0,-5.0,1.0,0,0
2023-11-29,44.0,-1.0,4.0,-1.0,0,0
2023-11-30,38.0,-1.0,10.0,-1.0,5,-1
2023-12-01,20.0,-1.0,-3.0,1.0,-1,1
2023-12-02,10.0,-1.0,,,-2,1
2023-12-03,8.0,-1.0,,,0,0
2023-12-04,20.0,-1.0,4.0,-1.0,8,-1
2023-12-05,30.0,-1.0,-6.0,1.0,5,-1
2023-12-06,44.0,-1.0,7.0,-1.0,5,-1
2023-12-07,16.0,-1.0,-8.0,1.0,2,-1
2023-12-08,32.0,-1.0,-5.0,1.0,0,0
2023-12-09,10.0,-1.0,,,0,0
2023-12-10,2.0,-1.0,,,2,-1
2023-12-11,34.0,-1.0,4.0,-1.0,1,-1
2023-12-12,22.0,-1.0,7.0,-1.0,1,-1
2023-12-13,18.0,-1.0,5.0,-1.0,0,0
2023-12-14,44.0,-1.0,3.0,-1.0,6,-1
2023-12-15,24.0,-1.0,6.0,-1.0,3,-1
2023-12-16,14.0,-1.0,,,0,0
2023-12-17,4.0,-1.0,,,0,0
2023-12-18,26.0,-1.0,2.0,-1.0,-1,1
2023-12-19,16.0,-1.0,3.0,-1.0,2,-1
2023-12-20,26.0,-1.0,16.0,-1.0,3,-1
2023-12-21,20.0,-1.0,-2.0,1.0,3,-1
2023-12-22,10.0,-1.0,4.0,-1.0,-2,1
2023-12-23,10.0,-1.0,,,0,0
2023-12-24,2.0,-1.0,,,3,-1
2023-12-25,16.0,-1.0,5.0,-1.0,1,-1
2023-12-26,30.0,-1.0,2.0,-1.0,0,0
2023-12-27,40.0,-1.0,8.0,-1.0,0,0
2023-12-28,22.0,-1.0,1.0,-1.0,2,-1
2023-12-29,22.0,-1.0,1.0,-1.0,5,-1
2023-12-30,0.0,0.0,,,4,-1
2023-12-31,6.0,-1.0,,,1,-1
2024-01-01,2.0,-1.0,,,0,0
2024-01-02,10.0,-1.0,4.0,-1.0,2,-1
2024-01-03,14.0,-1.0,-1.0,1.0,2,-1
2024-01-04,32.0,-1.0,-3.0,1.0,3,-1
2024-01-05,28.0,-1.0,1.0,-1.0,1,-1
2024-01-06,10.0,-1.0,,,0,0
2024-01-07,2.0,-1.0,,,0,0
2024-01-08,22.0,-1.0,-2.0,1.0,3,-1
2024-01-09,2.0,-1.0,-8.0,1.0,1,-1
2024-01-10,32.0,-1.0,6.0,-1.0,0,0
2024-01-11,48.0,-1.0,0.0,0.0,1,-1
2024-01-12,36.0,-1.0,1.0,-1.0,3,-1
2024-01-13,4.0,-1.0,,,-1,1
2024-01-14,2.0,-1.0,,,2,-1
2024-01-15,20.0,-1.0,-4.0,1.0,1,-1
2024-01-16,2.0,-1.0,4.0,-1.0,0,0
2024-01-17,30.0,-1.0,1.0,-1.0,0,0
2024-01-18,34.0,-1.0,0.0,0.0,0,0
2024-01-19,34.0,-1.0,13.0,-1.0,-1,1
2024-01-20,12.0,-1.0,,,6,-1
2024-01-21,0.0,0.0,,,7,-1
2024-01-22,58.0,-1.0,-2.0,1.0,9,-1
2024-01-23,44.0,-1.0,10.0,-1.0,0,0
2024-01-24,56.0,-1.0,2.0,-1.0,-1,1
2024-01-25,38.0,-1.0,11.0,-1.0,2,-1
2024-01-26,4.0,-1.0,4.0,-1.0,2,-1
2024-01-27,16.0,-1.0,,,-1,1
2024-01-28,4.0,-1.0,,,-1,1
2024-01-29,28.0,-1.0,11.0,-1.0,3,-1
2024-01-30,30.0,-1.0,2.0,-1.0,3,-1
2024-01-31,16.0,-1.0,4.0,-1.0,1,-1
2024-02-01,26.0,-1.0,6.0,-1.0,4,-1
2024-02-02,38.0,-1.0,-4.0,1.0,3,-1
2024-02-03,14.0,-1.0,,,0,0
2024-02-04,2.0,-1.0,,,-2,1
2024-02-05,32.0,-1.0,-5.0,1.0,-4,1
2024-02-06,36.0,-1.0,,,1,-1
2024-02-07,42.0,-1.0,,,1,-1
2024-02-08,12.0,-1.0,,,0,0
2024-02-09,0.0,0.0,,,0,0
2024-02-10,-4.0,1.0,,,0,0
2024-02-11,-2.0,1.0,,,1,-1
2024-02-12,10.0,-1.0,,,0,0
2024-02-13,2.0,-1.0,,,1,-1
2024-02-14,12.0,-1.0,,,1,-1
2024-02-15,58.0,-1.0,0.0,0.0,3,-1
2024-02-16,52.0,-1.0,4.0,-1.0,0,0
2024-02-17,12.0,-1.0,,,1,-1
2024-02-18,4.0,-1.0,,,0,0
2024-02-19,32.0,-1.0,5.0,-1.0,2,-1
2024-02-20,36.0,-1.0,11.0,-1.0,4,-1
2024-02-21,14.0,-1.0,5.0,-1.0,3,-1
2024-02-22,34.0,-1.0,2.0,-1.0,3,-1
2024-02-23,34.0,-1.0,8.0,-1.0,3,-1
2024-02-24,4.0,-1.0,,,2,-1
2024-02-25,0.0,0.0,,,3,-1
2024-02-26,54.0,-1.0,1.0,-1.0,1,-1
2024-02-27,44.0,-1.0,-2.0,1.0,0,0
2024-02-28,10.0,-1.0,,,0,0
2024-02-29,44.0,-1.0,-6.0,1.0,0,0
2024-03-01,28.0,-1.0,-1.0,1.0,2,-1
2024-03-02,6.0,-1.0,,,2,-1
2024-03-03,6.0,-1.0,,,-1,1
2024-03-04,14.0,-1.0,6.0,-1.0,5,-1
2024-03-05,28.0,-1.0,10.0,-1.0,6,-1
2024-03-06,56.0,-1.0,-2.0,1.0,-1,1
2024-03-07,54.0,-1.0,7.0,-1.0,5,-1
2024-03-08,34.0,-1.0,2.0,-1.0,1,-1
2024-03-09,-4.0,1.0,,,-1,1
2024-03-10,4.0,-1.0,,,2,-1
2024-03-11,28.0,-1.0,4.0,-1.0,1,-1
2024-03-12,66.0,-1.0,7.0,-1.0,1,-1
2024-03-13,64.0,-1.0,8.0,-1.0,2,-1
2024-03-14,44.0,-1.0,5.0,-1.0,2,-1
2024-03-15,56.0,-1.0,-4.0,1.0,2,-1
2024-03-16,2.0,-1.0,,,1,-1
2024-03-17,0.0,0.0,,,-5,1
2024-03-18,26.0,-1.0,4.0,-1.0,-1,1
2024-03-19,30.0,-1.0,8.0,-1.0,0,0
2024-03-20,38.0,-1.0,2.0,-1.0,-5,1
2024-03-21,48.0,-1.0,5.0,-1.0,6,-1
2024-03-22,24.0,-1.0,8.0,-1.0,0,0
2024-03-23,4.0,-1.0,,,1,-1
2024-03-24,0.0,0.0,,,-1,1
2024-03-25,18.0,-1.0,4.0,-1.0,2,-1
2024-03-26,22.0,-1.0,6.0,-1.0,1,-1
2024-03-27,32.0,-1.0,-3.0,1.0,1,-1
2024-03-28,44.0,-1.0,2.0,-1.0,3,-1
2024-03-29,24.0,-1.0,2.0,-1.0,4,-1
2024-03-30,6.0,-1.0,,,-1,1
2024-03-31,0.0,0.0,,,2,-1
2024-04-01,20.0,-1.0,4.0,-1.0,-2,1
2024-04-02,42.0,-1.0,-2.0,1.0,10,-1
2024-04-03,30.0,-1.0,1.0,-1.0,0,0
2024-04-04,12.0,-1.0,,,0,0
2024-04-05,20.0,-1.0,,,0,0
2024-04-06,10.0,-1.0,,,1,-1
2024-04-07,6.0,-1.0,,,0,0
2024-04-08,48.0,-1.0,16.0,-1.0,1,-1
2024-04-09,50.0,-1.0,12.0,-1.0,4,-1
2024-04-10,96.0,-1.0,-1.0,1.0,2,-1
2024-04-11,44.0,-1.0,3.0,-1.0,1,-1
2024-04-12,24.0,-1.0,-5.0,1.0,-1,1
2024-04-13,14.0,-1.0,,,0,0
2024-04-14,4.0,-1.0,,,0,0
2024-04-15,12.0,-1.0,3.0,-1.0,1,-1
2024-04-16,10.0,-1.0,-2.0,1.0,2,-1
2024-04-17,8.0,-1.0,3.0,-1.0,1,-1
2024-04-18,24.0,-1.0,1.0,-1.0,1,-1
2024-04-19,4.0,-1.0,0.0,0.0,-3,1
2024-04-20,-2.0,1.0,,,-6,1
2024-04-21,2.0,-1.0,,,-2,1
2024-04-22,14.0,-1.0,-2.0,1.0,3,-1
2024-04-23,46.0,-1.0,5.0,-1.0,1,-1
2024-04-24,48.0,-1.0,7.0,-1.0,4,-1
2024-04-25,44.0,-1.0,3.0,-1.0,3,-1
2024-04-26,42.0,-1.0,3.0,-1.0,2,-1
2024-04-27,-6.0,1.0,,,0,0
2024-04-28,4.0,-1.0,,,0,0
2024-04-29,0.0,0.0,11.0,-1.0,2,-1
2024-04-30,54.0,-1.0,2.0,-1.0,1,-1
2024-05-01,2.0,-1.0,,,2,-1
2024-05-02,28.0,-1.0,-4.0,1.0,3,-1
